date,index_open,index_high,index_low,index_close,margin_balance_thousand_ntd,margin_previous_balance_thousand_ntd,index_yoy,index_qoq,margin_roc,margin_roc_autocorr,autocorr_high_threshold,is_autocorr_high,index_yoy_z,index_qoq_z,margin_roc_z,margin_roc_autocorr_z,margin_roc_autocorr_percentile_full_sample,margin_roc_autocorr_percentile,margin_roc_autocorr_rank_252,margin_roc_persistence_score,margin_roc_autocorr_plot,index_yoy_z_plot,index_qoq_z_plot,margin_roc_z_plot,margin_roc_autocorr_bar,index_yoy_ref,index_qoq_ref,margin_roc_ref,autocorr_bar,index_close_return_20d,index_qoq_change_20d,margin_roc_change_20d,raw_signal,transition_watch,final_signal,final_signal_reason,leverage_cycle_phase,signal
2018-03-15,11039.6,11052.11,11008.18,11018.45,170310296.0,168889851.0,0.12969769671244524,0.06008608879036981,-0.018110267679937175,0.9910860696822553,0.9958182015461547,False,0.24373651243541408,0.7688874941722832,-0.32470756597922346,-0.010338080288732775,0.601078167115903,0.601078167115903,0.5714285714285714,0.0,0.5714285714285714,0.19963864256301506,-0.2227165095349799,-0.3844377973644352,0.1428571428571428,0.24456733719381452,-0.2227165095349799,-0.3844377973644352,0.1428571428571428,0.05905901576316808,0.09844364342347323,-0.011060660289904378,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-16,11010.24,11054.86,10933.46,11027.7,170385029.0,170310296.0,0.1417481397426752,0.06488562886741289,-0.013251659915610725,0.9913678354768038,0.9958182015461547,False,0.33872969698637523,0.8805117929517147,-0.25794498917287434,0.044740290932345876,0.616052710392333,0.616052710392333,0.6031746031746031,0.0,0.6031746031746031,0.21288540965095412,-0.11764714739338994,-0.37239086325095316,0.20634920634920628,0.2506423281481733,-0.11764714739338994,-0.37239086325095316,0.20634920634920628,0.045127062021278475,0.08273215045720816,-0.010946759387102434,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-19,11004.81,11066.0,10983.25,11046.9,170687032.0,170384969.0,0.14738535650074946,0.0623428878062664,-0.0054522024509640055,0.9917290211144224,0.9958182015461547,False,0.38316766250433687,0.8187418808710669,-0.15821290847823644,0.11511122315866394,0.6367175801138065,0.6367175801138065,0.6388888888888888,0.0,0.6388888888888888,0.22910276706556199,-0.02846723993963214,-0.3519929627964087,0.2777777777777777,0.2591923497195387,-0.02846723993963214,-0.3519929627964087,0.2777777777777777,0.04923579002556866,0.0813642496854633,0.005886461320189884,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-20,11016.85,11020.78,10981.04,11010.84,171462412.0,170687032.0,0.13544951502164504,0.05134587786412603,-0.0033860798138998227,0.9918395540991752,0.9958182015461547,False,0.28907787762661463,0.5565786292909118,-0.12717462615564906,0.13533440583159959,0.6457023060796646,0.6457023060796646,0.6547619047619048,0.0,0.6547619047619048,0.23481468235709083,0.027251414272800614,-0.33058169264014586,0.30952380952380953,0.2611204482941888,0.027251414272800614,-0.33058169264014586,0.30952380952380953,0.06161833827464025,0.08056455415522523,0.031221532859125878,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-21,11037.35,11072.31,11011.07,11011.07,171881981.0,171462472.0,0.13001156584269014,0.05436893389816211,-0.0012334578147328301,0.9918741474802966,0.9958182015461547,False,0.24621073086368328,0.6286467827036798,-0.09600377730463379,0.13653959339515026,0.6486972147349506,0.6486972147349506,0.6626984126984127,0.0,0.6626984126984127,0.23590002031009963,0.08452716364717006,-0.30824093879866854,0.32539682539682535,0.2601585310406078,0.08452716364717006,-0.30824093879866854,0.32539682539682535,0.0566140394143031,0.07926698932531873,0.035532303773238016,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-22,11045.9,11120.2,10975.33,11005.84,171529806.0,171881975.0,0.1299270762429534,0.05110833086613109,-0.004817609544014667,0.9919224666754007,0.9958182015461547,False,0.2455447025591393,0.5516374942146947,-0.13844261194064772,0.13865409749556418,0.6522911051212938,0.6522911051212938,0.6626984126984127,0.0,0.6626984126984127,0.23681856147667485,0.1290138617964581,-0.29206966957409514,0.32539682539682535,0.2592157033966421,0.1290138617964581,-0.29206966957409514,0.32539682539682535,0.027196941697372745,0.04322640454930182,0.035344924199779304,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-23,10863.67,10863.67,10758.06,10823.33,169718533.0,171529803.0,0.10017453035882906,0.02707532067249896,-0.01645958563487515,0.9918653842442221,0.9958182015461547,False,0.011006513801972023,-0.019796117019584135,-0.28008532736549113,0.12356548749974651,0.6480982330038934,0.6480982330038934,0.6587301587301587,0.0,0.6587301587301587,0.21531265217432222,0.11484148286159694,-0.29092830364946615,0.31746031746031744,0.24320220729376021,0.11484148286159694,-0.29092830364946615,0.31746031746031744,0.015095128854908602,0.023560980961778055,0.0165507316137129,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-26,10783.57,10840.05,10781.43,10840.05,170705353.0,169718485.0,0.09399426160269408,0.03322804114592448,-0.011914347526205127,0.9918939366372496,0.9958182015461547,False,-0.037633652189218804,0.128490699449968,-0.22267067870203527,0.12347499775267,0.649895178197065,0.649895178197065,0.6666666666666666,0.0,0.6666666666666666,0.19122252794922306,0.11614140825096561,-0.28442757746399655,0.33333333333333326,0.22508376474647127,0.11614140825096561,-0.28442757746399655,0.33333333333333326,0.0042150900222797105,0.024546194251429787,0.01447613035459605,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-27,10901.69,10986.79,10901.69,10986.79,171327867.0,170699750.0,0.10832475030187738,0.04571161526366496,-0.008932926784649076,0.9919183345113233,0.9958182015461547,False,0.07533304573981203,0.4317785552219418,-0.18268608136480127,0.12317587906667406,0.6519916142557652,0.6519916142557652,0.6706349206349206,0.0,0.6706349206349206,0.18018543440546964,0.1462020889148681,-0.2747379111688351,0.34126984126984117,0.21542242803636424,0.1462020889148681,-0.2747379111688351,0.34126984126984117,0.01385015733572037,0.029569349532808875,0.009680908177163938,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-28,10939.97,10939.97,10853.48,10865.66,171973910.0,171333625.0,0.08956338888281667,0.03805360292108584,-0.004356151093395488,0.9918978541079879,0.9958182015461547,False,-0.07224634624570599,0.24655852059575276,-0.12135862023953181,0.11851635241197576,0.6507936507936508,0.6507936507936508,0.6706349206349206,0.0,0.6706349206349206,0.156144312438691,0.1557598443130476,-0.2601303596517586,0.34126984126984117,0.1968631522762307,0.1557598443130476,-0.2601303596517586,0.34126984126984117,0.004640575028177274,0.034692512528813335,0.014245139518174521,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-29,10855.66,10889.6,10815.46,10845.92,172933647.0,171973875.0,0.09304561478474516,0.0325002951110569,0.00018638944665694268,0.9919290396896208,0.9958182015461547,False,-0.04432059454454028,0.11168906630846533,-0.06219657672018832,0.12227276994868543,0.652890086852351,0.652890086852351,0.6825396825396826,0.025,0.6825396825396826,0.1370524165355261,0.15156262736023024,-0.24127952318208526,0.3650793650793651,0.1813029105458584,0.15156262736023024,-0.24127952318208526,0.3650793650793651,0.005574927752162617,0.035900590234497654,0.021134454126495394,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-30,10905.3,10969.22,10905.3,10906.22,172947639.0,172933431.0,0.09822832940949011,0.03977988305810776,-0.002736713489456255,0.9920277562296743,0.9958182015461547,False,-0.001614668417365131,0.2884835260144451,-0.09707104894448976,0.13628863841605793,0.6594788858939802,0.6594788858939802,0.6865079365079365,0.025,0.6865079365079365,0.12384602749239361,0.16460271294634593,-0.22754538277850472,0.373015873015873,0.16950177641919884,0.16460271294634593,-0.22754538277850472,0.373015873015873,0.019447251258860154,0.05418856069342626,0.024424013298119496,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-03-31,10925.71,10947.16,10905.69,10919.49,173498067.0,172947692.0,0.10264688003005151,0.03627315234401318,-0.0017348373239173265,0.9920787446336701,0.9958182015461547,False,0.03321659824177806,0.20331791410863928,-0.07994511087784102,0.14269805675164607,0.6651692123390237,0.6651692123390237,0.6984126984126984,0.025,0.6984126984126984,0.11521465327804926,0.16828987496180242,-0.21348821402606055,0.39682539682539675,0.16070918427872008,0.16828987496180242,-0.21348821402606055,0.39682539682539675,0.025988217497110666,0.05573033392257021,0.02974925356933611,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-02,10936.26,10969.88,10882.05,10888.27,173790310.0,173498042.0,0.10241202336391342,0.03476173415227768,-0.0007678992140158769,0.9922441833479666,0.9958182015461547,False,0.03136523206598579,0.16661111634188924,-0.06309566172070141,0.17486867847128665,0.6780473195567536,0.6780473195567536,0.7063492063492064,0.025,0.7063492063492064,0.1072289941149956,0.16812999318847735,-0.19916511380650254,0.4126984126984128,0.1523644131682211,0.16812999318847735,-0.19916511380650254,0.4126984126984128,0.009637121975011986,0.03165409602236702,0.03170710407434374,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-03,10837.54,10837.54,10775.45,10821.53,174123896.0,173790310.0,0.09569025307676338,0.03834421905389718,0.00678623614315832,0.9921921679936971,0.9958182015461547,False,-0.019975013983397804,0.2536165192841314,0.030445342953357244,0.16364686957619168,0.6753519017669961,0.6753519017669961,0.7063492063492064,0.05,0.7063492063492064,0.09511432667705337,0.17627156710234917,-0.17729745125794447,0.4126984126984128,0.14124574044876184,0.17627156710234917,-0.17729745125794447,0.4126984126984128,0.007092389989316272,0.034771813157606246,0.04579155375403732,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-09,10880.14,10904.75,10829.02,10893.53,175273381.0,174123852.0,0.10524083703233988,0.038797826192680906,0.014710276857724525,0.9921283629103795,0.9958182015461547,False,0.05531187646416571,0.264632970984881,0.12856679490943398,0.1477117158034587,0.6696615753219527,0.6696615753219527,0.7063492063492064,0.075,0.7063492063492064,0.09132361713296883,0.18468693890068552,-0.14816752305152747,0.4126984126984128,0.13570162019169113,0.18468693890068552,-0.14816752305152747,0.4126984126984128,0.006494358436106129,0.02855938982005002,0.051677635171228475,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-10,10885.64,10975.67,10874.83,10927.18,175176807.0,175275933.0,0.10956677142407467,0.03402273355261931,0.012972805203317117,0.9921789605471338,0.9958182015461547,False,0.08941305291042047,0.14866350547582005,0.10725188384182907,0.1548138135626724,0.6729559748427673,0.6729559748427673,0.7103174603174603,0.1,0.7103174603174603,0.09114165863558327,0.181256135717365,-0.12384186525216019,0.4206349206349207,0.13271526101225434,0.181256135717365,-0.12384186525216019,0.4206349206349207,0.005739625690991623,0.005200070860534645,0.051742905593378796,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-11,10961.7,11016.35,10953.31,10974.02,175033906.0,175176219.0,0.11848317080330051,0.031115696344779398,0.011772993265191989,0.9921862390780991,0.9958182015461547,False,0.15970069043844193,0.07806224668981272,0.09236718180764561,0.153112037534754,0.6744534291704103,0.6744534291704103,0.7142857142857143,0.125,0.7142857142857143,0.09767109023585552,0.17142814628616956,-0.10325052743694059,0.4285714285714286,0.13445625645910517,0.17142814628616956,-0.10325052743694059,0.4285714285714286,-0.002552240026903907,-0.00678203741357053,0.05318064146820878,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-12,10984.12,11008.2,10920.62,10955.29,175851632.0,175040565.0,0.10109171534592787,0.02283317757052994,0.015124381658033537,0.9922455908019905,0.9958182015461547,False,0.022604507855975158,-0.11640493936425172,0.1339440456836783,0.15968174242689592,0.6786463012878107,0.6786463012878107,0.7261904761904762,0.15,0.7261904761904762,0.09052189191396215,0.1440154714623199,-0.08066056809211974,0.45238095238095233,0.12724001461374193,0.1440154714623199,-0.08066056809211974,0.45238095238095233,-0.012648222768783635,-0.01890143976043346,0.05828453881678286,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-13,10975.58,10988.23,10938.37,10965.39,175923446.0,175851451.0,0.1078613429246904,0.015166313785866192,0.015182333782066015,0.9922685900650616,0.9958182015461547,False,0.07596922484749598,-0.29634337502370023,0.1346629917710288,0.15570901508137056,0.6804432464809823,0.6804432464809823,0.7341269841269841,0.175,0.7341269841269841,0.08913592362191775,0.10207653370174656,-0.060153562390867506,0.46825396825396814,0.12393222172559704,0.10207653370174656,-0.060153562390867506,0.46825396825396814,-0.006650179367322484,-0.029496949154366625,0.04655192940291897,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-16,10962.36,10974.94,10921.17,10954.55,176896728.0,175923764.0,0.10950465747763927,0.009763444785193975,0.013869562299599902,0.992331921958797,0.9958182015461547,False,0.08727619729999557,-0.4249809749111324,0.11837692915190229,0.1619297056374393,0.6846361185983828,0.6846361185983828,0.7380952380952381,0.2,0.7380952380952381,0.08895880682935374,0.051880580500519996,-0.04315065843441324,0.4761904761904763,0.12156731692394533,0.051880580500519996,-0.04315065843441324,0.4761904761904763,-0.005799363794363188,-0.05032264400517583,0.03197982997953708,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-17,10953.51,10965.2,10799.07,10810.45,176383186.0,176896588.0,0.09389387748493805,-0.006374198055111191,0.008083491352433914,0.9923675249693438,0.9958182015461547,False,-0.034135774520502225,-0.812836032637889,0.04659572806484535,0.1668511477092489,0.6870320455226115,0.6870320455226115,0.7420634920634921,0.225,0.7420634920634921,0.07723551336746269,-0.030473382655518945,-0.03460338352972195,0.4841269841269842,0.11152195618559388,-0.030473382655518945,-0.03460338352972195,0.4841269841269842,-0.019700390833990777,-0.07125982692252408,0.02133515126804464,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-18,10842.88,10917.6,10809.89,10847.89,176332434.0,175657201.0,0.10327772816865011,-0.006216705219522334,0.008351151551370561,0.992317643923248,0.9958182015461547,False,0.03983676387998115,-0.802723724946869,0.04991628371276454,0.154080542976507,0.683737646001797,0.683737646001797,0.7380952380952381,0.25,0.7380952380952381,0.07367372770198825,-0.10402103430231419,-0.0265538914113899,0.4761904761904763,0.10689710506910274,-0.10402103430231419,-0.0265538914113899,0.4761904761904763,-0.01801500873548234,-0.06855959302578873,0.013803354002334567,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-19,10891.66,10983.96,10889.71,10971.22,176915516.0,176309065.0,0.11749619054603522,0.0051608399168474595,0.011747572304726894,0.9922184758994363,0.9958182015461547,False,0.15192036257071473,-0.5291076773868552,0.0920518128652954,0.13145200640653493,0.6762503743635819,0.6762503743635819,0.7222222222222222,0.275,0.7222222222222222,0.08112578816567649,-0.1445054765008419,-0.015258110051705586,0.4444444444444444,0.10980183135952933,-0.1445054765008419,-0.015258110051705586,0.4444444444444444,-0.003598272248075629,-0.04618503794727857,0.015133652118626717,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-20,10802.42,10831.56,10770.05,10779.38,177985863.0,176915143.0,0.09583518016241244,-0.004774219399894308,0.01780943139499902,0.9920814602041022,0.9958182015461547,False,-0.017317086161997466,-0.7683125287441986,0.16725440375875006,0.09945988994158686,0.6654687032045523,0.6654687032045523,0.7023809523809523,0.3,0.7023809523809523,0.07175027632494564,-0.20391567195259014,0.0021240341207187582,0.40476190476190466,0.10160061087426954,-0.20391567195259014,0.0021240341207187582,0.40476190476190466,-0.021041551820122906,-0.05914315329805642,0.01904288920973185,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-23,10756.89,10774.73,10687.25,10697.13,178073920.0,177946064.0,0.09906574895740539,-0.010446750526824089,0.019429642500872868,0.9920720243843215,0.9958182015461547,False,0.008149364903535294,-0.9051489655282383,0.18735452009955947,0.09759629929345941,0.6642707397424379,0.6642707397424379,0.6984126984126984,0.325,0.6984126984126984,0.06569304666576371,-0.2706997951502709,0.019765032785370253,0.39682539682539675,0.09557149823099637,-0.2706997951502709,0.019765032785370253,0.39682539682539675,-0.028049653638432037,-0.06155508139295518,0.024247252044887535,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-24,10680.38,10692.19,10540.15,10579.5,175730284.0,177913482.0,0.0888291959985179,-0.027973274433202522,0.0077935064091962936,0.9918671684222499,0.9958182015461547,False,-0.0708077684171726,-1.3290619641946118,0.04299821470684655,0.05713689417495572,0.648397723869422,0.648397723869422,0.6626984126984127,0.35,0.6626984126984127,0.0526929690388174,-0.37149619220211294,0.021977716777891808,0.32539682539682535,0.08483735199563062,-0.37149619220211294,0.021977716777891808,0.32539682539682535,-0.02252818679648494,-0.05504859510570148,0.024253092044071445,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-25,10541.83,10573.73,10489.2,10559.97,175454038.0,175729366.0,0.08345611169479272,-0.03617458797715656,0.00679095714690181,0.9917678823941353,0.9958182015461547,False,-0.1068375735543446,-1.5272974496711365,0.030560726322489823,0.03752773272574829,0.6400119796346212,0.6400119796346212,0.6388888888888888,0.375,0.6388888888888888,0.03749958402994483,-0.481572502437258,0.022795146258329714,0.2777777777777777,0.07247122776659996,-0.481572502437258,0.022795146258329714,0.2777777777777777,-0.02583751919963473,-0.06940262912308104,0.018705304673106937,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-26,10583.08,10618.68,10478.98,10488.58,173542719.0,175453910.0,0.08803374294860755,-0.045287185364064286,-0.007863935764512608,0.9914516942404137,0.9958182015461547,False,-0.06308949804390741,-1.7477261103619732,-0.14903717758158797,-0.018997221006184638,0.6211440551063192,0.6211440551063192,0.6071428571428571,0.375,0.6071428571428571,0.027919671451482712,-0.6021585603348499,0.006430163035480413,0.2142857142857142,0.06372537448850271,-0.6021585603348499,0.006430163035480413,0.2142857142857142,-0.04534627493562737,-0.09099880062772925,0.0010689910201364672,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-04-27,10546.29,10573.61,10495.67,10553.43,173307467.0,173542011.0,0.0955849300662639,-0.04101573858679841,-0.009101335143258837,0.9913773858818281,0.9958182015461547,False,-0.0014014846448566448,-1.643104301272549,-0.15846806179810535,-0.02870302635696952,0.6166516921233902,0.6166516921233902,0.5992063492063492,0.375,0.5992063492063492,0.025127180394688486,-0.7012962499479641,-0.009274429805813469,0.19841269841269837,0.05952364164118921,-0.7012962499479641,-0.009274429805813469,0.19841269841269837,-0.02873548408472193,-0.07906934150788425,-0.004745184049863349,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-04-30,10553.41,10660.61,10539.63,10657.88,173478666.0,174089603.0,0.0967819614485752,-0.03736507107844689,-0.010645757073113105,0.9913070554504367,0.9958182015461547,False,0.008034668260720006,-1.545601606204549,-0.1722868533283127,-0.040483193820344765,0.6121593291404612,0.6121593291404612,0.5912698412698413,0.35,0.5912698412698413,0.023499322096215296,-0.7817062838771627,-0.024799422522241966,0.18253968253968256,0.05620177239083636,-0.7817062838771627,-0.024799422522241966,0.18253968253968256,-0.01733739507575205,-0.06986536618950379,-0.010832146519770047,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-02,10665.52,10683.9,10601.1,10618.81,174456872.0,173481679.0,0.09270062101574905,-0.047712954617809444,-0.004150516597476894,0.9911620230134173,0.9958182015461547,False,-0.023537714630293794,-1.7785841140000456,-0.08980094487999422,-0.06307762205305831,0.6061695118298892,0.6061695118298892,0.5833333333333334,0.35,0.5833333333333334,0.019019604312738237,-0.8766470296031516,-0.03099004369917075,0.16666666666666674,0.05105728935721506,-0.8766470296031516,-0.03099004369917075,0.16666666666666674,-0.026352851858847504,-0.0874928376759172,-0.0014138031080206392,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-03,10578.98,10578.98,10509.03,10514.18,174534581.0,174455551.0,0.06832857298172779,-0.06386346921949582,-0.005211527698161356,0.9910437695084832,0.9958182015461547,False,-0.21566164326700651,-2.1513537216087246,-0.10170368047042308,-0.08032809694821702,0.5980832584606169,0.5980832584606169,0.5595238095238095,0.35,0.5595238095238095,-0.003330990694856501,-0.9980476669370157,-0.03772467577262335,0.11904761904761907,0.033849616284684636,-0.9980476669370157,-0.03772467577262335,0.11904761904761907,-0.03711803390085067,-0.100136621563509,-0.003476690374244029,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-04,10516.45,10566.37,10500.97,10529.37,174861114.0,174534563.0,0.0682720452089749,-0.06431466501260541,-0.0008959596669422254,0.9908869625174531,0.9958182015461547,False,-0.21569212090683507,-2.1563595418728503,-0.04736184217622623,-0.10864968231498928,0.5864031147050015,0.5864031147050015,0.5476190476190477,0.35,0.5476190476190477,-0.02355586023885446,-1.1083630835975715,-0.03864250114439506,0.09523809523809534,0.017750149369102724,-1.1083630835975715,-0.03864250114439506,0.09523809523809534,-0.03296207753848868,-0.09907639916488309,-0.0001280604529263485,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-07,10581.78,10632.62,10555.56,10604.91,174756324.0,174860759.0,0.07548105494380675,-0.049071211316910834,-0.006066833810884575,0.9909034902120566,0.9958182015461547,False,-0.1575653611634531,-1.7869437989418577,-0.11083315927999009,-0.10023307144656818,0.5882000598981731,0.5882000598981731,0.5515873015873016,0.325,0.5515873015873016,-0.03631866985072099,-1.1729898183922656,-0.04551780191921363,0.10317460317460325,0.006439471270228156,-1.1729898183922656,-0.04551780191921363,0.10317460317460325,-0.020017502146184585,-0.08741543037080801,-0.012853069954042895,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-08,10610.44,10691.38,10609.04,10691.38,173907568.0,174756236.0,0.08300040518638574,-0.0425015336805199,-0.015395503877788652,0.9907529263881292,0.9958182015461547,False,-0.09829060889876474,-1.6222582944157506,-0.22258342746890067,-0.12683038740920372,0.5780173704702006,0.5780173704702006,0.5396825396825397,0.3,0.5396825396825397,-0.042220759283868016,-1.215777292299264,-0.06238119482870763,0.0793650793650793,-0.00031730809551332,-1.215777292299264,-0.06238119482870763,0.0793650793650793,-0.018556886518878768,-0.0812993598732008,-0.030105780735513177,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-09,10692.89,10748.6,10689.81,10703.35,174213076.0,173907350.0,0.0766582136889955,-0.03980856007392053,-0.015175464894293444,0.990724997153189,0.9958182015461547,False,-0.14828586350125308,-1.5532385480573938,-0.21608376274231172,-0.13039854750751126,0.5765199161425576,0.5765199161425576,0.5396825396825397,0.275,0.5396825396825397,-0.05232219778076183,-1.247916459514324,-0.07701953463000326,0.0793650793650793,-0.009863666508786853,-1.247916459514324,-0.07701953463000326,0.0793650793650793,-0.020483784471382327,-0.07383129362653984,-0.02814827009761056,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-10,10731.68,10782.06,10731.68,10760.21,174714176.0,174213128.0,0.08084915316719776,-0.04113418423587645,-0.014201990561346522,0.9906702424278333,0.9958182015461547,False,-0.11524884682924619,-1.5808473944334664,-0.2038293395914469,-0.1394149787483403,0.5714285714285714,0.5714285714285714,0.5317460317460317,0.25,0.5317460317460317,-0.058315211975855576,-1.2796241676018614,-0.0890966589120455,0.06349206349206349,-0.016662710400429392,-1.2796241676018614,-0.0890966589120455,0.06349206349206349,-0.019483288712796365,-0.07224988058065585,-0.02597498382653851,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-11,10808.4,10874.63,10808.4,10858.98,174022906.0,174716186.0,0.08942337403838829,-0.019662753977238934,-0.014756010200779324,0.9905764953972048,0.9958182015461547,False,-0.04765858947900151,-1.0637349113691712,-0.2105708822084685,-0.1561654809067333,0.5663372267145852,0.5663372267145852,0.5198412698412699,0.225,0.5198412698412699,-0.057300295547583764,-1.2590632860558908,-0.10066563255932387,0.039682539682539764,-0.01866244453453082,-1.2590632860558908,-0.10066563255932387,0.039682539682539764,-0.008791186723491662,-0.04249593154776887,-0.02988039185881286,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-14,10938.3,10970.24,10908.86,10952.39,174598913.0,174021966.0,0.1063087251033843,-0.01363498409101771,-0.010255797807129263,0.9904553824765212,0.9958182015461547,False,0.08414958149790343,-0.912181384169625,-0.15431355054760693,-0.17956024306367702,0.5588499550763701,0.5588499550763701,0.5119047619047619,0.2,0.5119047619047619,-0.043828878686108796,-1.226026914447675,-0.1057749580820175,0.023809523809523725,-0.012029410596954419,-1.226026914447675,-0.1057749580820175,0.023809523809523725,-0.0011855483480295304,-0.028801297876883902,-0.02543813158919528,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-15,10965.08,10978.38,10874.73,10874.73,175441853.0,174598999.0,0.09433998339580874,-0.025583656280101286,-0.005969896809784658,0.9903283848813044,0.9958182015461547,False,-0.01019955463081324,-1.1847586767369016,-0.10031594901360898,-0.2031726770507831,0.5465708295896975,0.5465708295896975,0.5,0.175,0.5,-0.04062608591893779,-1.2220966060942682,-0.10525505245645479,0.0,-0.011911355373332409,-1.2220966060942682,-0.10525505245645479,0.0,-0.00728647000561411,-0.03534710106529526,-0.01983945910938456,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2018-05-16,10873.54,10915.74,10865.07,10897.57,176554268.0,175441654.0,0.0990461379580212,-0.02055143566149542,0.0023996088697781914,0.9901057789576,0.9958182015461547,False,0.026483754327848393,-1.0640864239556769,0.0035149883651012155,-0.24504416533282092,0.5324947589098532,0.5324947589098532,0.48412698412698413,0.175,0.48412698412698413,-0.03423467256210101,-1.2070480173191642,-0.09489600094963993,-0.031746031746031744,-0.009434251521643325,-1.2070480173191642,-0.09489600094963993,-0.031746031746031744,0.008058868964751609,-0.01417723760638423,-0.005683882482655722,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2018-05-17,10911.74,10938.63,10833.81,10833.81,177664303.0,176554202.0,0.08682405861770093,-0.010272010962658507,0.015647753855296376,0.9897821013612884,0.9958182015461547,False,-0.06986243273423655,-0.8198523856694435,0.16786965458324515,-0.30892454684024845,0.5115303983228512,0.5115303983228512,0.46825396825396826,0.175,0.46825396825396826,-0.03762779257849487,-1.1701722428763337,-0.0698707004226985,-0.06349206349206349,-0.01333284385793966,-1.1701722428763337,-0.0698707004226985,-0.06349206349206349,-0.001297948264593396,-0.004055305743136173,0.007296602303925814,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
